Exposure,Power,CarAge,DriverAge,Brand,Gas,Region,Density
0.15,g,0.0,41.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,254.0
0.18,g,0.0,40.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.18,d,1.0,50.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.17,f,7.0,22.0,"Volkswagen, Audi, Skoda or Seat",Regular,Limousin,1729.0
0.18,d,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.16,j,10.0,48.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,147.0
0.01,j,10.0,48.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,147.0
0.00273224043715847,g,5.0,42.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,923.0
0.16,g,5.0,42.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,923.0
0.16,j,0.0,69.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,307.0
0.16,j,0.0,63.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,84.0
0.16,d,0.0,37.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.24,f,1.0,62.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.16,j,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.16,e,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.16,d,0.0,27.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,91.0
0.16,j,0.0,54.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.16,g,0.0,36.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,30.0
0.16,i,3.0,27.0,"Mercedes, Chrysler or BMW",Regular,Ile-de-France,3424.5
0.15,e,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,213.0
0.15,d,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Bretagne,122.0
0.15,g,0.0,39.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,24.0
0.15,e,0.0,47.0,"Volkswagen, Audi, Skoda or Seat",Regular,Ile-de-France,3424.5
0.15,f,2.0,25.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.05,g,5.0,44.0,"Volkswagen, Audi, Skoda or Seat",Regular,Ile-de-France,3424.5
0.09,g,5.0,44.0,"Volkswagen, Audi, Skoda or Seat",Regular,Ile-de-France,3424.5
0.15,e,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,137.0
0.15,o,0.0,42.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.15,f,0.0,29.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,1309.0
0.14,j,0.0,45.0,Japanese (except Nissan) or Korean,Regular,Basse-Normandie,1153.0
0.14,g,0.0,45.0,Japanese (except Nissan) or Korean,Diesel,Bretagne,217.0
0.14,o,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.11,d,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,3424.5
0.02,d,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,3424.5
0.08,e,0.0,25.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,49.0
0.05,e,0.0,25.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,49.0
0.14,g,0.0,58.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,200.0
0.16,f,0.0,29.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.14,g,7.0,45.0,"Renault, Nissan or Citroen",Regular,Ile-de-France,3424.5
0.14,i,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.14,g,10.0,44.0,"Renault, Nissan or Citroen",Diesel,Aquitaine,27.0
0.14,g,0.0,35.0,Japanese (except Nissan) or Korean,Diesel,Haute-Normandie,3424.5
0.00273224043715847,f,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,1260.0
0.13,f,0.0,47.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,1260.0
0.14,g,0.0,66.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.13,e,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,573.0
0.08,f,0.0,26.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,796.0
0.04,f,0.0,26.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,796.0
0.13,e,0.0,72.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2563.0
0.13,e,0.0,30.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.00273224043715847,f,7.0,37.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,1487.0
0.12,f,7.0,37.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,1487.0
0.14,d,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.13,i,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,1895.0
0.14,d,0.0,42.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.12,j,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.13,j,0.0,70.0,Japanese (except Nissan) or Korean,Regular,Centre,282.0
0.12,f,1.0,36.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,570.0
0.01,g,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.11,g,0.0,44.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.12,i,0.0,42.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1146.0
0.04,d,0.0,36.0,Japanese (except Nissan) or Korean,Regular,Limousin,1729.0
0.07,f,5.0,36.0,Fiat,Diesel,Limousin,1729.0
0.04,j,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.07,j,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.12,j,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1103.0
0.12,d,0.0,25.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.12,d,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.16,g,0.0,44.0,Fiat,Regular,Ile-de-France,251.0
0.12,e,0.0,25.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,515.0
0.11,d,0.0,76.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.12,e,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.12,g,0.0,42.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.12,e,1.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.00273224043715847,d,0.0,56.0,"Volkswagen, Audi, Skoda or Seat",Diesel,Ile-de-France,793.0
0.11,d,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1957.0
0.1,f,0.0,22.0,"Volkswagen, Audi, Skoda or Seat",Diesel,Ile-de-France,26.0
0.11,g,0.0,65.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,6.0
0.11,j,6.0,37.0,"Opel, General Motors or Ford",Regular,Ile-de-France,3424.5
0.1,j,0.0,46.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.07,f,0.0,40.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.03,f,0.0,40.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.07,f,0.0,36.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.03,f,0.0,36.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.1,k,0.0,51.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.11,e,0.0,63.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,918.0
0.08,e,0.0,57.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2411.0
0.03,g,0.0,57.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,2411.0
0.1,e,0.0,30.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,87.0
0.07,d,0.0,55.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,31.0
0.03,d,0.0,55.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,31.0
0.04,e,0.0,42.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.05,e,0.0,42.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.08,f,4.0,49.0,"Opel, General Motors or Ford",Diesel,Ile-de-France,3424.5
0.1,e,0.0,71.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.1,f,0.0,30.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,1353.0
0.1,d,0.0,40.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1700.0
0.1,e,0.0,40.0,Japanese (except Nissan) or Korean,Regular,Bretagne,575.0
0.1,e,0.0,70.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,93.0
0.11,d,1.0,33.0,Japanese (except Nissan) or Korean,Regular,Haute-Normandie,3424.5
0.1,f,0.0,54.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,657.0
0.1,f,3.0,51.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,251.0
0.1,e,0.0,41.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,3424.5
0.1,e,0.0,50.0,Japanese (except Nissan) or Korean,Regular,Haute-Normandie,3424.5
0.07,d,0.0,52.0,Japanese (except Nissan) or Korean,Regular,Limousin,50.0
0.03,d,0.0,52.0,Japanese (except Nissan) or Korean,Regular,Limousin,50.0
0.1,f,0.0,65.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,3424.5
0.1,j,0.0,60.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,1862.0
0.1,g,0.0,35.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,25.0
0.1,e,0.0,57.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,423.0
0.09,e,0.0,43.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.09,f,0.0,69.0,Japanese (except Nissan) or Korean,Regular,Bretagne,40.0
0.09,i,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Centre,1314.0
0.09,j,0.0,63.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1662.0
0.09,g,6.0,39.0,Fiat,Regular,Poitou-Charentes,562.0
0.09,d,0.0,54.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,250.0
0.09,d,0.0,43.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,1759.0
0.09,f,0.0,61.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.09,e,0.0,42.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.04,e,0.0,64.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.04,e,0.0,64.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.22,g,0.0,43.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.08,g,0.0,58.0,Japanese (except Nissan) or Korean,Diesel,Bretagne,59.0
0.08,h,10.0,32.0,"Mercedes, Chrysler or BMW",Regular,Aquitaine,76.0
0.08,g,0.0,33.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.00273224043715847,g,8.0,53.0,"Renault, Nissan or Citroen",Regular,Ile-de-France,1430.0
0.08,j,6.0,32.0,Japanese (except Nissan) or Korean,Regular,Centre,182.0
0.08,f,0.0,42.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.04,e,0.0,36.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3184.0
0.03,e,0.0,36.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3184.0
0.08,e,0.0,52.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.06,e,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,292.0
0.00546448087431694,e,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,292.0
0.08,j,0.0,40.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,122.0
0.08,e,0.0,24.0,Japanese (except Nissan) or Korean,Regular,Bretagne,97.0
0.04,f,2.0,59.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,90.0
0.03,f,2.0,59.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,90.0
0.08,g,0.0,27.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,453.0
0.08,o,0.0,43.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,495.0
0.08,e,0.0,31.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1609.0
0.08,h,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,200.0
0.07,d,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.07,k,0.0,35.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,1085.0
0.11,g,0.0,52.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.07,e,0.0,41.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2866.0
0.07,f,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Haute-Normandie,43.0
0.07,f,0.0,75.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,2620.0
0.07,g,1.0,47.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,235.0
0.07,g,4.0,30.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,92.0
0.07,j,0.0,50.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.07,g,0.0,40.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,820.0
0.07,d,0.0,46.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.07,e,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Bretagne,123.0
0.07,f,0.0,56.0,Japanese (except Nissan) or Korean,Regular,Centre,48.0
0.07,d,0.0,36.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,527.0
0.07,d,8.0,21.0,"Opel, General Motors or Ford",Regular,Ile-de-France,3424.5
0.06,d,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,3424.5
0.06,f,1.0,26.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,12.0
0.06,d,0.0,50.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,21.0
0.05,e,4.0,31.0,"Volkswagen, Audi, Skoda or Seat",Diesel,Nord-Pas-de-Calais,3424.5
0.07,j,10.0,24.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,72.0
0.06,d,0.0,21.0,Japanese (except Nissan) or Korean,Regular,Centre,540.0
0.09,d,1.0,28.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3339.0
0.06,g,0.0,53.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.06,e,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.04,g,0.0,35.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,853.0
0.01,g,0.0,35.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,853.0
0.06,d,0.0,28.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,245.0
0.06,g,5.0,50.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,221.0
0.06,f,0.0,39.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2526.0
0.06,d,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,142.0
0.06,e,0.0,32.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,320.0
0.06,e,0.0,44.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.06,d,0.0,42.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2792.0
0.06,e,0.0,53.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3023.0
0.06,f,2.0,34.0,Japanese (except Nissan) or Korean,Diesel,Centre,50.0
0.06,j,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.06,d,0.0,56.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,886.0
0.02,d,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3110.0
0.03,d,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3110.0
0.05,d,0.0,67.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.04,d,0.0,36.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.04,e,0.0,53.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.05,g,0.0,36.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.05,e,0.0,26.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,550.0
0.05,f,2.0,27.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,694.0
0.04,i,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Bretagne,194.0
0.11,j,0.0,45.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,30.0
0.05,j,0.0,32.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,2311.0
0.04,f,0.0,73.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.04,g,0.0,53.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.04,e,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.05,i,0.0,57.0,"Renault, Nissan or Citroen",Diesel,Ile-de-France,3424.5
0.05,d,0.0,25.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.05,f,0.0,33.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,263.0
0.04,f,0.0,39.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.04,f,0.0,43.0,Japanese (except Nissan) or Korean,Regular,Centre,75.0
0.04,d,0.0,45.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.04,f,3.0,42.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,128.0
0.04,d,0.0,55.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.15,j,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Bretagne,122.0
0.04,j,0.0,46.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,162.0
0.01,e,8.0,45.0,"Volkswagen, Audi, Skoda or Seat",Regular,Ile-de-France,1462.0
0.03,d,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2354.0
0.01,d,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2354.0
0.04,o,0.0,34.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,214.0
0.03,f,4.0,28.0,"Opel, General Motors or Ford",Diesel,Ile-de-France,1451.0
0.04,g,0.0,59.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,61.0
0.03,o,2.0,40.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.04,f,2.0,55.0,Japanese (except Nissan) or Korean,Diesel,Haute-Normandie,40.0
0.04,e,0.0,59.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,2580.0
0.04,g,0.0,43.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.04,e,0.0,28.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2039.0
0.04,e,0.0,41.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.03,e,0.0,61.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,1408.0
0.03,e,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Bretagne,3021.0
0.03,f,10.0,27.0,"Opel, General Motors or Ford",Regular,Haute-Normandie,3424.5
0.04,e,0.0,25.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3339.0
0.03,f,0.0,40.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.03,e,0.0,21.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,3424.5
0.03,e,0.0,53.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3274.0
0.02,g,0.0,42.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.03,e,0.0,62.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3173.0
0.03,g,0.0,37.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.03,e,0.0,63.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,116.0
0.03,g,0.0,44.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.03,g,0.0,34.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,1672.0
0.04,f,1.0,31.0,Japanese (except Nissan) or Korean,Diesel,Haute-Normandie,27.0
0.03,o,2.0,48.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,60.0
0.03,e,0.0,45.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.03,g,0.0,62.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,67.0
0.03,j,0.0,50.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,128.0
0.02,e,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.03,e,0.0,52.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,190.0
0.03,j,9.0,24.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.03,d,0.0,30.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,3424.5
0.02,e,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.03,e,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1957.0
0.03,f,9.0,41.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,3424.5
0.03,e,0.0,27.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,181.0
0.03,k,0.0,64.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.03,g,0.0,62.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,3424.5
0.03,g,10.0,66.0,"Volkswagen, Audi, Skoda or Seat",Regular,Ile-de-France,3424.5
0.03,d,4.0,36.0,"Renault, Nissan or Citroen",Regular,Ile-de-France,3424.5
0.03,e,0.0,29.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,380.0
0.03,e,0.0,45.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.02,e,1.0,37.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.02,e,0.0,41.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.02,g,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.02,k,0.0,60.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,155.0
0.02,f,2.0,38.0,Japanese (except Nissan) or Korean,Diesel,Haute-Normandie,1316.0
0.02,j,10.0,49.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.02,i,6.0,39.0,"Mercedes, Chrysler or BMW",Regular,Pays-de-la-Loire,3424.5
0.02,f,3.0,39.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,3424.5
0.02,e,0.0,45.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,377.0
0.02,f,0.0,33.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,273.0
0.02,i,7.0,24.0,"Mercedes, Chrysler or BMW",Regular,Ile-de-France,3424.5
0.02,j,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,1085.0
0.02,g,0.0,40.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,2620.0
0.02,d,0.0,45.0,Japanese (except Nissan) or Korean,Regular,Bretagne,175.0
0.02,i,0.0,31.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,1672.0
0.01,g,0.0,70.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,137.0
0.01,e,0.0,25.0,Japanese (except Nissan) or Korean,Regular,Basse-Normandie,1417.0
0.01,f,5.0,46.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,392.0
0.01,l,2.0,38.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,39.0
0.01,d,0.0,64.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,20.0
0.01,f,15.0,41.0,"Volkswagen, Audi, Skoda or Seat",Regular,Ile-de-France,1858.0
0.01,e,0.0,61.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,3424.5
0.00819672131147541,j,0.0,37.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,567.0
0.00819672131147541,e,0.0,29.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.00819672131147541,g,10.0,33.0,"Renault, Nissan or Citroen",Regular,Bretagne,123.0
0.06,d,0.0,36.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.00819672131147541,d,0.0,45.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.00546448087431694,l,9.0,38.0,Japanese (except Nissan) or Korean,Regular,Centre,3424.5
0.00546448087431694,d,0.0,28.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.03,e,0.0,52.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,563.0
0.19,f,0.0,43.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.18,d,0.0,43.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.04,e,0.0,47.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1462.0
0.04,e,9.0,24.0,"Opel, General Motors or Ford",Regular,Ile-de-France,3064.0
0.04,f,2.0,37.0,Japanese (except Nissan) or Korean,Diesel,Poitou-Charentes,798.0
0.07,f,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,208.0
1.0,h,7.0,55.0,"Renault, Nissan or Citroen",Diesel,Centre,67.0
1.0,d,10.0,71.0,"Renault, Nissan or Citroen",Regular,Centre,91.0
0.05,e,0.0,67.0,"Renault, Nissan or Citroen",Regular,Centre,222.0
1.0,g,25.0,84.4,"Renault, Nissan or Citroen",Regular,Centre,18.0
1.0,h,9.0,56.0,Fiat,Diesel,Aquitaine,272.0
1.0,d,10.0,63.0,"Renault, Nissan or Citroen",Regular,Centre,10.0
1.0,d,1.0,73.0,"Renault, Nissan or Citroen",Regular,Centre,44.0
1.0,g,25.0,55.0,"Renault, Nissan or Citroen",Diesel,Centre,16.0
0.04,e,3.0,53.0,"Renault, Nissan or Citroen",Diesel,Ile-de-France,3424.5
0.95,e,3.0,53.0,"Renault, Nissan or Citroen",Diesel,Ile-de-France,3424.5
1.0,f,4.0,69.0,"Renault, Nissan or Citroen",Regular,Centre,35.0
1.0,k,25.5,69.0,"Renault, Nissan or Citroen",Regular,Centre,101.0
